label,label_str,total,correct,accuracy,precision,recall,f1
63695,Vochysiaceae Qualea tessmannii,1,0,0.0,0.0,0.0,0.0
23862,Euphorbiaceae Mabea angustifolia,2,1,0.5,0.5,0.5,0.5
31572,Lamiaceae Ballota nigra,2,1,0.5,1.0,0.5,0.6666666666666666
7116,Asteraceae Egletes viscosa,1,1,1.0,0.25,1.0,0.4
38187,Melastomataceae Trembleya phlogiformis,3,2,0.6666666666666666,1.0,0.6666666666666666,0.8
63306,Violaceae Viola bakeri,1,0,0.0,0.0,0.0,0.0
63415,Violaceae Viola vallicola,7,6,0.8571428571428571,0.46153846153846156,0.8571428571428571,0.6
59169,Sapotaceae Micropholis sanctae-rosae,1,0,0.0,0.0,0.0,0.0
1552,Annonaceae Anaxagorea acuminata,0,0,0.0,0.0,0.0,0.0
5513,Aspleniaceae Asplenium praemorsum,7,6,0.8571428571428571,1.0,0.8571428571428571,0.923076923076923
13141,Bromeliaceae Tillandsia usneoides,10,10,1.0,0.8333333333333334,1.0,0.9090909090909091
52856,Primulaceae Ardisia escallonioides,2,2,1.0,1.0,1.0,1.0
19378,Cyperaceae Rhynchospora megalocarpa,3,3,1.0,1.0,1.0,1.0
28824,Fagaceae Quercus candicans,2,2,1.0,1.0,1.0,1.0
33796,Loasaceae Mentzelia speciosa,1,1,1.0,1.0,1.0,1.0
45709,Phyllanthaceae Phyllanthus juglandifolius,2,1,0.5,1.0,0.5,0.6666666666666666
49339,Poaceae Koeleria macrantha,3,0,0.0,0.0,0.0,0.0
50175,Poaceae Poa fendleriana,10,9,0.9,0.6923076923076923,0.9,0.7826086956521738
55362,Rosaceae Rubus cuneifolius,2,1,0.5,1.0,0.5,0.6666666666666666
41433,Oleaceae Forestiera segregata,9,8,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.761904761904762
59962,Selaginellaceae Selaginella sylvestris,1,1,1.0,1.0,1.0,1.0
54929,Rosaceae Fragaria virginiana,14,13,0.9285714285714286,0.8125,0.9285714285714286,0.8666666666666666
13042,Bromeliaceae Tillandsia flexuosa,2,2,1.0,0.6666666666666666,1.0,0.8
39760,Myrtaceae Corymbia blakei,3,3,1.0,1.0,1.0,1.0
29917,Grossulariaceae Ribes echinellum,1,0,0.0,0.0,0.0,0.0
29942,Grossulariaceae Ribes quercetorum,1,1,1.0,0.3333333333333333,1.0,0.5
55332,Rosaceae Rosa woodsii,14,12,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.888888888888889
55319,Rosaceae Rosa pisocarpa,2,1,0.5,0.2,0.5,0.28571428571428575
10101,Asteraceae Xanthium strumarium,18,18,1.0,1.0,1.0,1.0
5550,Aspleniaceae Asplenium schizophyllum,1,1,1.0,1.0,1.0,1.0
16419,Convolvulaceae Cuscuta umbrosa,1,0,0.0,0.0,0.0,0.0
16384,Convolvulaceae Cuscuta ceanothi,1,0,0.0,0.0,0.0,0.0
15760,Cleomaceae Cleomella hillmanii,1,1,1.0,0.3333333333333333,1.0,0.5
32316,Lamiaceae Scutellaria integrifolia,7,6,0.8571428571428571,1.0,0.8571428571428571,0.923076923076923
18687,Cyperaceae Cyperus hermaphroditus,2,2,1.0,1.0,1.0,1.0
33891,Loganiaceae Strychnos araguaensis,1,0,0.0,0.0,0.0,0.0
33931,Loganiaceae Strychnos peckii,0,0,0.0,0.0,0.0,0.0
7551,Asteraceae Gaillardia aristata,6,6,1.0,0.8571428571428571,1.0,0.923076923076923
45983,Pinaceae Pinus remota,2,1,0.5,0.3333333333333333,0.5,0.4
45942,Pinaceae Pinus cembroides,1,0,0.0,0.0,0.0,0.0
19062,Cyperaceae Fimbristylis vahlii,3,3,1.0,1.0,1.0,1.0
2112,Apiaceae Eryngium alismifolium,3,2,0.6666666666666666,1.0,0.6666666666666666,0.8
30423,Hydrophyllaceae Phacelia crenulata,8,7,0.875,0.7777777777777778,0.875,0.823529411764706
47657,Plantaginaceae Veronica americana,15,12,0.8,1.0,0.8,0.888888888888889
49607,Poaceae Muhlenbergia texana,2,1,0.5,1.0,0.5,0.6666666666666666
19865,Dilleniaceae Dillenia papuana,2,2,1.0,1.0,1.0,1.0
60530,Solanaceae Solanum americanum,27,25,0.9259259259259259,0.6944444444444444,0.9259259259259259,0.7936507936507936
30176,Hemerocallidaceae Hemerocallis lilioasphodelus,1,0,0.0,0.0,0.0,0.0
30175,Hemerocallidaceae Hemerocallis fulva,0,0,0.0,0.0,0.0,0.0
15499,Chrysobalanaceae Atuna racemosa,1,1,1.0,1.0,1.0,1.0
7655,Asteraceae Grindelia squarrosa,10,6,0.6,0.5454545454545454,0.6,0.5714285714285713
21654,Ericaceae Macleania floribunda,3,3,1.0,0.75,1.0,0.8571428571428571
40319,Myrtaceae Leptospermum laevigatum,1,0,0.0,0.0,0.0,0.0
40339,Myrtaceae Leptospermum trinervium,0,0,0.0,0.0,0.0,0.0
7483,Asteraceae Eurybia integrifolia,8,8,1.0,1.0,1.0,1.0
63324,Violaceae Viola cucullata,12,11,0.9166666666666666,0.7333333333333333,0.9166666666666666,0.8148148148148148
35550,Malvaceae Sphaeralcea angustifolia,7,7,1.0,0.7,1.0,0.8235294117647058
60657,Solanaceae Solanum cordovense,4,3,0.75,0.75,0.75,0.75
24318,Fabaceae Acacia fimbriata,1,1,1.0,1.0,1.0,1.0
21850,Ericaceae Rhododendron groenlandicum,9,9,1.0,1.0,1.0,1.0
8025,Asteraceae Jefea brevifolia,2,2,1.0,0.2857142857142857,1.0,0.4444444444444445
20020,Dipteridaceae Dipteris conjugata,2,2,1.0,1.0,1.0,1.0
48996,Poaceae Eragrostis tephrosanthos,3,1,0.3333333333333333,0.5,0.3333333333333333,0.4
48948,Poaceae Eragrostis mexicana,3,3,1.0,0.25,1.0,0.4
48351,Poaceae Calamagrostis canadensis,18,17,0.9444444444444444,0.8095238095238095,0.9444444444444444,0.8717948717948718
49699,Poaceae Panicum acuminatum,57,53,0.9298245614035088,0.8688524590163934,0.9298245614035088,0.8983050847457625
11003,Blechnaceae Blechnum occidentale,13,11,0.8461538461538461,0.7333333333333333,0.8461538461538461,0.7857142857142856
62815,Verbenaceae Aloysia gratissima,6,5,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091
31180,Iridaceae Sisyrinchium xerophyllum,3,3,1.0,1.0,1.0,1.0
6446,Asteraceae Brickellia californica,5,2,0.4,0.6666666666666666,0.4,0.5
18240,Cyperaceae Carex leporinella,4,2,0.5,1.0,0.5,0.6666666666666666
18210,Cyperaceae Carex jonesii,3,1,0.3333333333333333,0.5,0.3333333333333333,0.4
13893,Cactaceae Lepismium houlletianum,3,3,1.0,1.0,1.0,1.0
26767,Fabaceae Lespedeza capitata,12,12,1.0,0.9230769230769231,1.0,0.9600000000000001
55269,Rosaceae Purshia tridentata,6,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
43080,Orchidaceae Galearis spectabilis,9,9,1.0,1.0,1.0,1.0
28627,Fabaceae Vachellia macrantha,2,2,1.0,1.0,1.0,1.0
45865,Picrodendraceae Neoroepera buxifolia,1,1,1.0,1.0,1.0,1.0
22234,Ericaceae Vaccinium whitmeei,2,1,0.5,1.0,0.5,0.6666666666666666
62175,Thymelaeaceae Phaleria macrocarpa,2,1,0.5,1.0,0.5,0.6666666666666666
4553,Araliaceae Aralia racemosa,5,4,0.8,1.0,0.8,0.888888888888889
4554,Araliaceae Aralia spinosa,4,4,1.0,0.8,1.0,0.888888888888889
31954,Lamiaceae Mentha canadensis,11,9,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
15769,Cleomaceae Cleomella parviflora,2,2,1.0,0.6666666666666666,1.0,0.8
23815,Euphorbiaceae Homalanthus polyandrus,1,0,0.0,0.0,0.0,0.0
46670,Piperaceae Piper excelsum,0,0,0.0,0.0,0.0,0.0
6771,Asteraceae Chrysolaena platensis,3,3,1.0,1.0,1.0,1.0
31130,Iridaceae Sisyrinchium atlanticum,4,3,0.75,0.75,0.75,0.75
31156,Iridaceae Sisyrinchium montanum,3,3,1.0,0.3,1.0,0.4615384615384615
50426,Poaceae Setaria liebmannii,1,1,1.0,1.0,1.0,1.0
52245,Polypodiaceae Lepisorus mucronatus,2,2,1.0,0.6666666666666666,1.0,0.8
50522,Poaceae Sporobolus cynosuroides,4,3,0.75,1.0,0.75,0.8571428571428571
9124,Asteraceae Psathyrotes ramosissima,3,1,0.3333333333333333,1.0,0.3333333333333333,0.5
33100,Lecythidaceae Cariniana estrellensis,6,6,1.0,1.0,1.0,1.0
53667,Pteridaceae Pteris macilenta,6,6,1.0,0.8571428571428571,1.0,0.923076923076923
56307,Rubiaceae Hamelia axillaris,4,4,1.0,0.5714285714285714,1.0,0.7272727272727273
46934,Piperaceae Piper samanense,1,0,0.0,0.0,0.0,0.0
41131,Nyctaginaceae Guapira opposita,2,2,1.0,0.2857142857142857,1.0,0.4444444444444445
42070,Orchidaceae Beloglottis costaricensis,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
10615,Bignoniaceae Amphilophium paniculatum,0,0,0.0,0.0,0.0,0.0
21117,Ericaceae Agarista mexicana,1,1,1.0,1.0,1.0,1.0
6254,Asteraceae Baileya multiradiata,7,7,1.0,0.875,1.0,0.9333333333333333
46726,Piperaceae Piper hostmannianum,5,4,0.8,1.0,0.8,0.888888888888889
