label,label_str,total,correct,accuracy,precision,recall,f1
63695,Vochysiaceae Qualea tessmannii,1,0,0.0,0.0,0.0,0.0
28942,Fagaceae Quercus phellos,39,37,0.9487179487179487,0.7254901960784313,0.9487179487179487,0.8222222222222223
31572,Lamiaceae Ballota nigra,14,13,0.9285714285714286,0.8666666666666667,0.9285714285714286,0.896551724137931
38187,Melastomataceae Trembleya phlogiformis,12,10,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091
63306,Violaceae Viola bakeri,8,3,0.375,1.0,0.375,0.5454545454545454
63415,Violaceae Viola vallicola,69,50,0.7246376811594203,0.6666666666666666,0.7246376811594203,0.6944444444444444
59169,Sapotaceae Micropholis sanctae-rosae,1,0,0.0,0.0,0.0,0.0
59118,Sapotaceae Manilkara bidentata,68,60,0.8823529411764706,0.75,0.8823529411764706,0.8108108108108107
5513,Aspleniaceae Asplenium praemorsum,49,24,0.4897959183673469,0.7741935483870968,0.4897959183673469,0.6
5330,Aspleniaceae Asplenium aethiopicum,25,24,0.96,0.3380281690140845,0.96,0.5
13141,Bromeliaceae Tillandsia usneoides,85,85,1.0,0.9239130434782609,1.0,0.96045197740113
52856,Primulaceae Ardisia escallonioides,13,11,0.8461538461538461,0.6111111111111112,0.8461538461538461,0.7096774193548387
19378,Cyperaceae Rhynchospora megalocarpa,28,26,0.9285714285714286,0.6666666666666666,0.9285714285714286,0.7761194029850746
28824,Fagaceae Quercus candicans,7,7,1.0,0.7777777777777778,1.0,0.8750000000000001
33796,Loasaceae Mentzelia speciosa,14,8,0.5714285714285714,0.8888888888888888,0.5714285714285714,0.6956521739130435
45709,Phyllanthaceae Phyllanthus juglandifolius,15,13,0.8666666666666667,0.7222222222222222,0.8666666666666667,0.7878787878787877
49339,Poaceae Koeleria macrantha,39,16,0.41025641025641024,0.7272727272727273,0.41025641025641024,0.5245901639344261
50175,Poaceae Poa fendleriana,120,94,0.7833333333333333,0.6394557823129252,0.7833333333333333,0.704119850187266
55362,Rosaceae Rubus cuneifolius,27,26,0.9629629629629629,0.8387096774193549,0.9629629629629629,0.896551724137931
59962,Selaginellaceae Selaginella sylvestris,5,5,1.0,0.625,1.0,0.7692307692307693
54929,Rosaceae Fragaria virginiana,123,109,0.8861788617886179,0.8449612403100775,0.8861788617886179,0.8650793650793651
13042,Bromeliaceae Tillandsia flexuosa,27,26,0.9629629629629629,0.8666666666666667,0.9629629629629629,0.912280701754386
39760,Myrtaceae Corymbia blakei,7,3,0.42857142857142855,1.0,0.42857142857142855,0.6
29917,Grossulariaceae Ribes echinellum,9,9,1.0,0.9,1.0,0.9473684210526316
55332,Rosaceae Rosa woodsii,164,126,0.7682926829268293,0.875,0.7682926829268293,0.8181818181818181
10101,Asteraceae Xanthium strumarium,130,129,0.9923076923076923,0.9626865671641791,0.9923076923076923,0.9772727272727273
5550,Aspleniaceae Asplenium schizophyllum,9,8,0.8888888888888888,1.0,0.8888888888888888,0.9411764705882353
16419,Convolvulaceae Cuscuta umbrosa,5,0,0.0,0.0,0.0,0.0
16384,Convolvulaceae Cuscuta ceanothi,14,8,0.5714285714285714,0.6153846153846154,0.5714285714285714,0.5925925925925927
15760,Cleomaceae Cleomella hillmanii,11,6,0.5454545454545454,0.75,0.5454545454545454,0.631578947368421
15761,Cleomaceae Cleomella hillmannii,16,16,1.0,0.6956521739130435,1.0,0.8205128205128205
32316,Lamiaceae Scutellaria integrifolia,63,60,0.9523809523809523,0.8823529411764706,0.9523809523809523,0.916030534351145
18687,Cyperaceae Cyperus hermaphroditus,13,2,0.15384615384615385,0.2857142857142857,0.15384615384615385,0.2
18572,Cyperaceae Cyperus aggregatus,53,42,0.7924528301886793,0.6774193548387096,0.7924528301886793,0.7304347826086955
33891,Loganiaceae Strychnos araguaensis,2,0,0.0,0.0,0.0,0.0
33931,Loganiaceae Strychnos peckii,13,10,0.7692307692307693,0.625,0.7692307692307693,0.6896551724137931
7551,Asteraceae Gaillardia aristata,57,52,0.9122807017543859,0.9811320754716981,0.9122807017543859,0.9454545454545454
45983,Pinaceae Pinus remota,14,8,0.5714285714285714,0.8888888888888888,0.5714285714285714,0.6956521739130435
45942,Pinaceae Pinus cembroides,18,13,0.7222222222222222,0.65,0.7222222222222222,0.6842105263157895
19062,Cyperaceae Fimbristylis vahlii,32,26,0.8125,0.8387096774193549,0.8125,0.8253968253968254
2112,Apiaceae Eryngium alismifolium,8,8,1.0,0.7272727272727273,1.0,0.8421052631578948
30423,Hydrophyllaceae Phacelia crenulata,52,41,0.7884615384615384,0.6507936507936508,0.7884615384615384,0.7130434782608696
47657,Plantaginaceae Veronica americana,129,110,0.8527131782945736,0.9821428571428571,0.8527131782945736,0.9128630705394191
49607,Poaceae Muhlenbergia texana,9,5,0.5555555555555556,0.8333333333333334,0.5555555555555556,0.6666666666666667
19865,Dilleniaceae Dillenia papuana,10,9,0.9,0.75,0.9,0.8181818181818182
60530,Solanaceae Solanum americanum,246,186,0.7560975609756098,0.7265625,0.7560975609756098,0.7410358565737052
30176,Hemerocallidaceae Hemerocallis lilioasphodelus,2,0,0.0,0.0,0.0,0.0
30181,Hemerocallidaceae Hemerocallis thunbergii,1,0,0.0,0.0,0.0,0.0
15499,Chrysobalanaceae Atuna racemosa,19,12,0.631578947368421,0.7058823529411765,0.631578947368421,0.6666666666666667
7655,Asteraceae Grindelia squarrosa,92,82,0.8913043478260869,0.5540540540540541,0.8913043478260869,0.6833333333333333
